Decline,Topic_Change
,
0,True
1,False
3,False
4,True
5,True
7,False
8,False
10,False
11,False
12,True
13,False
14,False
15,True
16,True
17,False
18,False
19,False
20,True
21,False
22,False
23,True
24,True
25,False
26,True
27,False
28,False
30,True
31,True
32,True
33,True
34,True
36,True
38,False
39,True
40,False
41,False
42,False
43,True
44,False
46,False
47,False
48,True
49,True
50,False
52,True
53,True
55,False
57,False
58,False
59,True
61,False
62,True
63,False
64,False
65,False
67,False
68,False
69,True
71,False
72,False
73,True
74,False
76,False
77,True
78,False
79,False
80,True
81,False
83,False
84,True
85,False
86,False
87,False
88,False
89,True
90,False
91,True
92,False
93,True
95,True
96,True
97,False
98,True
99,True
100,False
101,True
102,False
103,False
104,False
105,True
106,False
107,False
108,False
109,True
110,True
111,False
112,True
113,True
114,False
116,False
117,False
118,False
119,True
120,False
121,False
122,True
123,True
125,True
126,False
127,False
129,True
130,False
132,True
133,False
134,False
136,True
137,True
138,False
139,False
140,False
141,True
142,False
143,False
144,False
145,False
146,True
147,False
148,True
149,False
150,False
151,False
152,True
154,False
155,False
156,False
157,True
158,True
159,True
160,False
161,False
162,False
163,False
165,False
166,False
167,False
169,False
170,False
171,True
172,False
173,True
174,False
175,True
176,True
177,True
178,False
179,False
180,False
181,True
183,True
184,False
185,False
186,True
187,True
188,False
190,False
193,False
194,True
195,True
197,True
198,True
199,False
201,False
203,False
204,True
205,False
206,True
207,False
208,True
209,True
210,False
211,True
212,True
213,True
214,False
215,True
216,False
217,False
218,True
219,False
220,True
221,True
222,False
223,True
224,False
225,True
226,True
227,False
229,False
231,False
233,False
235,False
236,False
237,True
238,False
239,False
240,False
241,True
242,False
244,True
245,False
247,True
248,True
249,False
250,False
251,True
252,False
253,True
254,True
255,False
256,False
257,False
258,False
260,True
261,False
262,True
263,True
264,True
265,True
266,False
267,False
268,False
269,False
270,True
271,False
272,False
273,True
274,False
277,False
278,True
279,False
280,False
282,False
283,True
284,False
285,True
286,True
287,False
288,False
289,False
290,False
291,False
292,True
293,True
294,False
295,True
297,False
298,False
299,True
300,True
301,True
304,False
305,False
306,True
307,True
308,True
309,True
310,True
311,True
312,False
313,True
314,False
315,False
316,True
317,False
318,True
319,False
320,False
321,True
323,False
324,False
325,True
327,True
328,True
329,True
330,True
331,True
332,False
334,False
335,False
336,True
337,False
338,False
339,False
340,True
341,False
343,False
344,True
345,False
346,False
347,True
348,True
349,False
350,False
351,False
352,True
354,True
355,False
356,True
357,True
358,True
359,False
360,False
361,False
363,False
364,False
368,False
369,False
370,True
371,False
372,True
373,False
374,True
375,False
376,True
377,False
378,True
379,False
380,False
381,True
384,False
385,True
387,False
388,True
389,True
391,True
393,False
394,False
395,True
396,False
397,False
398,False
399,True
400,False
401,False
402,False
403,False
404,True
405,False
407,True
408,True
409,True
410,True
411,False
412,True
413,True
414,True
415,True
416,True
417,True
418,False
419,True
420,False
421,False
422,True
423,True
424,False
425,False
426,False
427,True
428,True
429,True
430,True
431,True
433,True
434,False
435,True
436,False
437,False
438,False
439,False
440,False
441,True
442,True
443,True
444,True
445,True
447,False
448,False
449,True
450,False
451,True
453,False
454,False
455,False
457,False
458,False
459,True
460,True
461,False
462,False
463,True
465,False
467,False
468,True
469,False
470,False
471,False
472,False
473,True
474,False
475,False
476,True
478,False
479,False
480,True
481,False
482,False
483,False
484,False
485,False
486,False
488,False
489,True
490,True
491,False
492,True
493,False
494,True
495,False
496,True
497,True
498,False
499,False
500,True
501,True
502,False
503,True
504,False
505,True
506,True
507,True
508,False
509,False
510,True
512,False
513,False
514,False
516,False
517,True
518,False
519,False
520,True
523,False
524,True
525,True
526,False
527,True
528,True
529,True
530,True
531,True
532,False
533,True
534,False
535,True
536,False
537,False
538,False
539,False
540,True
541,False
543,True
544,False
545,True
546,True
547,False
548,False
550,False
551,False
553,True
554,False
555,True
556,False
557,True
558,False
560,True
561,True
562,True
563,False
564,True
566,True
567,True
568,True
569,False
570,True
571,False
572,True
573,False
574,False
575,True
576,True
577,False
578,False
579,False
580,False
581,False
582,False
583,True
584,True
585,False
587,False
588,False
589,False
590,True
591,False
592,False
593,False
594,True
595,True
596,True
597,True
598,True
599,False
600,False
601,True
602,True
603,False
606,False
607,False
608,True
609,True
610,True
611,False
612,False
613,False
614,True
615,True
617,False
619,False
620,False
621,True
623,False
624,True
625,False
627,True
628,False
629,False
630,False
631,False
632,False
633,True
634,False
635,False
636,True
637,False
638,True
639,True
640,False
641,True
642,False
643,True
644,False
645,True
646,False
648,False
650,False
651,False
652,False
653,True
654,True
655,False
656,False
657,True
658,False
659,True
660,False
661,True
662,False
663,False
664,False
665,False
666,False
667,False
668,False
669,False
672,True
673,False
674,True
675,True
676,False
677,True
678,True
679,True
680,True
681,False
682,False
683,True
684,True
685,False
686,True
687,True
688,True
689,False
690,False
691,True
692,True
693,True
694,True
695,False
697,True
699,True
700,True
701,True
702,False
703,True
704,True
706,False
707,False
708,False
709,True
710,True
712,True
713,True
714,True
715,True
716,True
719,True
720,False
722,True
723,False
725,True
726,True
727,True
728,False
729,True
730,False
731,False
732,True
733,True
734,True
735,True
736,True
738,True
739,False
740,True
741,False
742,True
743,True
744,True
745,False
746,False
747,True
748,True
749,False
750,False
751,False
752,False
753,True
754,False
755,False
756,False
757,True
758,False
759,False
760,True
761,False
762,True
764,False
765,False
766,True
767,True
769,False
770,True
771,True
772,False
773,True
774,False
775,False
778,True
779,True
780,True
781,False
782,False
784,False
785,True
786,True
788,True
789,True
791,True
792,False
795,False
796,True
797,True
798,True
799,False
800,False
801,True
802,True
803,False
804,False
805,False
807,True
808,False
809,False
810,True
811,False
812,True
813,False
814,False
815,False
816,True
817,False
818,False
819,True
820,True
821,False
822,False
823,False
824,True
825,False
827,False
828,True
829,False
830,True
831,True
832,False
833,True
834,True
836,False
837,True
838,True
839,False
840,False
841,True
842,True
843,False
844,False
845,False
846,True
848,False
849,False
850,False
852,False
853,False
854,True
855,True
856,False
857,False
859,True
860,True
861,False
862,False
863,True
864,True
865,False
866,False
867,True
868,False
869,False
870,True
871,False
872,False
873,True
874,True
875,False
876,False
877,True
878,False
879,True
880,True
881,True
882,True
883,False
884,False
885,False
886,False
888,True
889,False
890,True
891,True
892,False
893,False
894,True
896,False
897,False
898,False
899,False
900,False
901,False
902,True
904,False
905,False
906,False
908,True
910,False
911,True
912,True
913,True
916,False
918,False
919,True
921,True
922,False
923,True
924,False
925,False
926,False
927,True
928,False
929,True
931,False
932,True
933,True
934,False
935,True
936,False
937,True
938,False
939,True
942,False
943,False
944,False
945,False
947,False
948,False
949,False
950,True
951,True
952,False
953,False
954,False
955,True
956,False
959,True
960,False
961,True
962,False
963,False
964,True
966,False
967,False
968,False
969,True
970,False
971,False
972,False
973,True
974,True
975,False
976,False
977,False
979,False
981,False
982,True
984,False
985,False
986,False
987,False
989,False
990,False
991,False
993,False
994,True
995,True
996,False
997,False
998,False
999,True
1000,False
1001,False
1002,True
1004,False
1008,False
1009,True
1010,True
1011,True
1012,False
1013,True
1014,False
1015,True
1016,False
1017,True
1019,False
1020,False
1022,False
1024,False
1025,False
1026,False
1027,True
1028,False
1029,False
1030,False
1031,True
1032,True
1033,True
1034,False
1035,True
1036,False
1037,True
1038,False
1039,False
1040,False
1041,False
1045,True
1046,False
1047,True
1049,False
1050,True
1051,True
1052,False
1053,False
1054,False
1057,False
1058,True
1059,True
1060,True
1061,True
1062,True
1063,True
1064,True
1065,False
1066,False
1067,False
1068,True
1069,True
1071,False
1072,False
1073,False
1074,True
1075,False
1078,True
1079,False
1080,False
1081,True
1082,False
1083,False
1084,False
1086,False
1087,False
1088,False
1089,False
1091,False
1093,True
1094,False
1095,False
1096,True
1097,False
1098,False
1099,False
1100,True
1101,True
1102,False
1103,False
1104,True
1105,True
1106,True
1107,True
1108,False
1109,False
1110,True
1111,True
1112,True
1114,True
1115,False
1116,False
1117,False
1118,True
1119,True
1120,False
1121,True
1122,True
1124,False
1125,False
1127,False
1128,False
1129,False
1130,False
1131,True
1132,False
1133,True
1134,True
1135,False
1136,False
1137,False
1138,True
1139,True
1140,True
1141,True
1142,True
1143,True
1144,True
1145,True
1146,True
1147,False
1149,False
1150,False
1151,False
1152,True
1154,True
1155,True
1157,False
1158,False
1159,False
1160,False
1161,False
1162,False
1163,True
1164,True
1165,False
1166,True
1167,True
1168,True
1169,True
1170,True
1171,False
1172,False
1173,True
1174,True
1176,False
1178,True
1179,True
1180,False
1181,False
1182,False
1183,True
1184,True
1187,False
1188,True
1189,False
1190,False
1191,True
1192,True
1194,False
1196,False
1197,False
1198,False
1199,True
1200,False
1201,False
1202,True
1203,False
1204,False
1205,False
1206,True
1207,False
1208,True
1209,True
1210,False
1211,False
1212,False
1213,False
1214,False
1215,True
1216,False
1217,True
1218,True
1219,False
1220,False
1221,False
1222,True
1223,True
1224,False
1225,True
1226,False
1227,False
1228,True
1229,True
1231,False
1232,False
1233,False
1234,False
1235,False
1237,False
1238,False
1239,False
1240,False
1241,False
1242,True
1243,False
1244,False
1245,True
1246,False
1247,True
1248,False
1249,False
1250,False
1251,True
1252,False
1253,False
1254,True
1255,False
1257,True
1258,True
1259,True
1260,True
1261,False
1262,False
1263,False
1264,True
1266,True
1267,True
1268,False
1269,False
1270,False
1272,True
1273,True
1274,True
1275,False
1276,False
1277,True
1278,True
1279,False
1280,True
1282,False
1283,False
1286,False
1287,False
1288,True
1289,False
1290,False
1291,True
1292,False
1293,False
1296,True
1298,False
1299,False
1300,True
1301,False
1302,False
1303,True
1304,True
1305,False
1306,True
1307,False
1308,False
1309,False
1310,False
1311,True
1313,False
1314,False
1315,True
1316,True
1317,True
1318,False
1319,True
1321,True
1322,False
1323,True
1324,False
1325,False
1328,False
1329,True
1331,True
1332,False
1333,True
1334,False
1335,True
1336,True
1337,True
1338,False
1339,False
1341,False
1342,False
1343,False
1344,False
1345,True
1347,True
1348,False
1349,False
1350,True
1351,False
1352,False
1353,True
1354,True
1355,False
1357,False
1359,True
1360,False
1361,False
1362,True
1364,True
1365,False
1366,True
1367,False
1368,False
1369,False
1371,True
1373,True
1375,False
1376,True
1377,True
1379,True
1381,True
1382,False
1385,True
1386,True
1387,False
1388,True
1389,True
1391,True
1392,False
1393,False
1395,True
1396,True
1397,True
1398,False
1399,True
1400,False
1401,False
1402,False
1403,True
1404,True
1406,True
1407,False
1408,True
1409,False
1410,False
1411,True
1412,True
1413,True
1414,True
1415,True
1416,True
1417,False
1418,False
1420,False
1422,False
1424,True
1425,False
1427,False
1428,True
1429,True
1430,False
1431,False
1432,False
1433,True
1434,True
1435,True
1437,False
1438,False
1439,False
1440,False
1441,False
1442,False
1443,False
1445,False
1446,False
1447,False
1448,False
1449,False
1450,False
1451,False
1452,False
1453,True
1454,False
1455,False
1456,False
1457,True
1458,False
1459,True
1460,True
1461,False
1462,True
1464,True
1465,False
1467,True
1468,False
1469,False
1470,True
1471,True
1472,False
1473,False
1474,True
1475,False
1476,False
1477,True
1478,True
1479,False
1480,False
1481,True
1482,True
1483,False
1485,True
1486,False
1488,True
1489,False
1490,True
1491,False
1493,True
1494,True
1496,False
1497,False
1498,False
1499,False
1500,True
1501,False
1502,False
1503,True
1504,True
1505,False
1506,False
1507,False
1508,True
1509,False
1510,True
1511,False
1513,True
1515,False
1516,True
1517,False
1518,True
1519,False
1520,True
1522,True
1523,False
1524,False
1525,True
1526,False
1527,False
1528,True
1529,False
1530,False
1532,False
1533,False
1534,False
1535,False
1537,False
1538,False
1539,True
1540,True
1541,False
1542,True
1543,True
1544,True
1546,False
1547,False
1548,True
1549,False
1550,False
1551,False
1552,True
1553,False
1554,False
1555,False
1556,False
1557,True
1558,False
1559,True
1560,False
1561,True
1562,True
1563,True
1564,True
1565,True
1566,True
1567,False
1568,True
1569,False
1570,True
1572,False
1573,False
1574,False
1575,False
1576,False
1577,True
1578,False
1580,True
1581,True
1582,True
1584,True
1586,False
1587,False
1588,False
1589,False
1590,False
1591,False
1592,False
1593,True
1594,True
1595,False
1596,False
1597,False
1600,False
1601,False
1602,False
1603,True
1604,False
1605,True
1606,False
1607,True
1608,False
1610,True
1611,False
1612,False
1614,True
1615,False
1616,False
1617,True
1618,True
1619,False
1620,True
1621,True
1622,False
1623,False
1624,False
1625,True
1626,False
1627,False
1628,True
1629,True
1631,False
1632,False
1633,False
1634,False
1635,False
1636,False
1637,False
1638,False
1639,True
1640,False
1641,False
1642,True
1643,False
1644,True
1645,True
1646,True
1648,True
1649,False
1650,False
1651,True
1652,False
1653,False
1654,False
1655,False
1656,False
1658,True
1659,False
1660,False
1661,True
1662,False
1663,True
1664,True
1665,False
1666,True
1667,False
1670,True
1671,False
1672,False
1673,False
1674,False
1676,False
1677,True
1678,True
1679,True
1680,False
1682,False
1683,True
1684,False
1685,False
1687,False
1688,True
1689,True
1690,False
1691,False
1692,False
1693,False
1694,False
1695,False
1696,False
1697,False
1698,True
1700,True
1702,True
1704,False
1705,True
1706,False
1707,True
1708,False
1709,True
1710,False
1711,True
1712,True
1713,True
1715,True
1716,True
1717,False
1718,True
1720,True
1722,False
1723,True
1724,False
1725,False
1726,False
1727,True
1728,True
1729,False
1730,False
1731,False
1732,False
1733,False
1734,True
1735,False
1736,True
1737,False
1738,False
1739,False
1740,False
1741,False
1742,True
1743,False
1744,False
1745,True
1746,True
1747,True
1748,False
1749,False
1751,True
1752,False
1753,True
1754,False
1755,True
1757,False
1758,True
1759,False
1760,False
1761,False
1762,True
1763,False
1765,False
1767,False
1769,True
1770,False
1772,True
1773,False
1774,True
1775,False
1776,False
1777,False
1778,False
1779,False
1780,False
1781,False
1782,False
1783,False
1784,False
1785,True
1786,True
1787,True
1788,True
1790,True
1792,True
1793,False
1794,True
1795,False
1796,False
1797,True
1798,True
1799,True
1800,False
1801,False
1803,False
1804,True
1805,True
1806,True
1807,False
1808,False
1809,True
1810,False
1811,False
1812,True
1813,True
1814,True
1815,True
1816,False
1817,True
1818,False
1821,True
1822,True
1823,False
1824,False
1825,True
1826,False
1827,False
1828,False
1829,False
1830,False
1832,False
1833,False
1834,True
1835,False
1836,True
1838,False
1839,True
1840,True
1841,True
1842,False
1843,False
1844,True
1845,True
1847,False
1848,False
1849,False
1850,False
1851,True
1852,True
1853,True
1854,False
1855,True
1856,False
1857,True
1858,False
1859,False
1861,False
1863,True
1864,True
1865,True
1866,False
1867,True
1868,True
1869,True
1870,True
1871,False
1872,True
1873,False
1874,False
1875,False
1876,False
1877,True
1878,True
1879,False
1880,False
1881,False
1882,False
1883,False
1884,False
1885,True
1886,True
1887,True
1888,True
1890,True
1891,True
1892,True
1893,False
1894,False
1895,True
1896,False
1897,False
1898,True
1899,False
1900,False
1901,False
1902,True
1903,False
1904,True
1905,True
1906,False
1907,True
1908,False
1909,True
1910,False
1911,False
1912,False
1913,False
1914,False
1915,False
1916,False
1917,True
1920,False
1921,True
1923,False
1924,False
1925,False
1926,True
1927,True
1928,True
1929,True
1930,True
1931,False
1932,True
1933,False
1934,False
1935,False
1936,False
1937,True
1938,False
1939,False
1940,True
1941,False
1942,True
1943,False
1944,True
1945,False
1948,False
1949,False
1951,True
1953,True
1954,False
1955,False
1957,False
1958,False
1959,True
1960,False
1961,False
1962,True
1963,False
1964,True
1965,True
1966,True
1967,False
1968,True
1969,True
1970,False
1971,False
1972,True
1974,True
1975,True
1976,True
1977,False
1978,False
1979,True
1980,True
1981,True
1982,False
1983,True
1984,True
1985,True
1986,False
1987,False
1988,False
1989,False
1990,True
1991,False
1992,False
1993,False
1994,True
1996,True
1997,True
1998,False
2000,True
2001,True
2003,False
2004,True
2005,True
2006,True
2007,True
2008,False
2009,True
2010,False
2011,True
2012,True
2013,False
2014,False
2015,True
2016,False
2017,False
2018,False
2019,True
2020,False
2022,True
2024,True
2025,False
2026,False
2027,False
2028,False
2029,True
2030,True
2031,True
2032,True
2033,False
2034,False
2036,False
2038,False
2039,True
2040,False
2041,False
2042,False
2043,False
2044,False
2045,False
2046,False
2047,False
2049,True
2050,True
2051,False
2052,True
2053,False
2054,True
2055,False
2056,True
2057,True
2058,True
2060,True
2061,True
2063,False
2064,True
2065,False
2066,False
2067,True
2068,False
2069,False
2070,True
2071,False
2072,False
2073,False
2074,False
2075,True
2076,True
2078,False
2079,True
2081,False
2082,True
2084,True
2085,True
2086,True
2088,False
2089,False
2090,True
2093,True
2094,True
2095,True
2096,False
2097,False
2098,False
2099,True
2100,True
2101,True
2103,True
2104,True
2105,False
2106,True
2108,False
2109,True
2110,True
2111,False
2112,False
2113,True
2114,False
2116,False
2117,True
2118,False
2119,True
2120,False
2121,True
2122,False
2123,False
2126,True
2127,False
2128,True
2129,True
2130,True
2131,False
2132,False
2133,True
2134,False
2135,True
2136,False
2137,False
2138,True
2140,False
2141,False
2142,False
2143,True
