Decline,Topic_Change
2144,True
2146,False
2147,False
2148,False
2149,False
2150,False
2151,True
2152,False
2153,False
2154,False
2155,False
2157,False
2158,False
2159,False
2160,False
2161,False
2163,True
2164,False
2165,False
2166,False
2167,False
2168,True
2169,False
2170,False
2171,False
2172,True
2174,False
2175,True
2176,True
2178,True
2179,True
2180,False
2183,False
2184,True
2185,True
2186,False
2187,True
2188,True
2189,True
2191,True
2192,False
2193,False
2194,False
2195,False
2196,False
2197,True
2198,True
2199,True
2200,False
2201,True
2202,True
2203,True
2204,False
2205,False
2207,False
2208,True
2210,False
2211,True
2212,False
2213,False
2215,True
2216,True
2217,False
2218,False
2220,True
2221,False
2222,False
2224,False
2228,False
2229,False
2230,False
2231,True
2232,True
2233,False
2234,False
2236,False
2237,True
2238,False
2239,False
2240,False
2241,True
2242,True
2243,True
2244,False
2245,True
2246,False
2247,True
2248,False
2249,False
2250,False
2251,False
2252,False
2253,False
2254,False
2255,True
2257,True
2258,False
2259,False
2260,False
2261,True
2262,False
2263,True
2264,False
2265,False
2266,False
2267,False
2268,True
2269,True
2270,True
2271,False
2272,True
2275,True
2276,True
2277,False
2278,True
2279,False
2280,False
2281,True
2282,False
2283,False
2284,False
2285,False
2286,True
2287,False
2288,True
2290,True
2291,True
2292,False
2293,False
2294,True
2295,False
2296,True
2298,True
2299,True
2300,False
2301,False
2302,True
2303,True
2304,True
2305,False
2306,True
2307,False
2309,True
2310,True
2311,True
2312,False
2314,True
2315,False
2316,True
2317,True
2318,True
2319,False
2320,True
2321,True
2322,True
2323,False
2324,True
2325,False
2326,False
2327,False
2328,False
2329,False
2330,False
2331,False
2332,False
2333,False
2335,False
2337,False
2338,False
2339,False
2340,True
2341,True
2343,True
2344,False
2345,False
2346,True
2347,False
2349,False
2350,False
2352,True
2353,False
2354,True
2355,False
2356,False
2358,False
2360,False
2363,False
2364,True
2365,True
2366,True
2367,False
2368,True
2369,False
2371,True
2372,False
2373,False
2374,True
2375,False
2376,True
2378,False
2379,False
2380,True
2381,False
2382,True
2383,True
2384,True
2386,False
2387,True
2388,False
2389,True
2390,True
2391,False
2392,True
2393,True
2394,True
2395,False
2396,False
2397,False
2398,False
2400,False
2401,False
2402,False
2403,True
2404,False
2405,False
2406,True
2407,False
2408,False
2409,False
2411,True
2412,False
2413,False
2414,True
2415,True
2416,True
2417,False
2418,False
2419,False
2421,False
2422,False
2423,False
2424,True
2425,True
2426,False
2428,True
2429,False
2430,True
2431,False
2432,False
2433,True
2434,True
2435,True
2436,True
2437,False
2438,False
2439,False
2440,True
2441,True
2442,False
2443,False
2444,False
2445,True
2446,False
2447,False
2448,False
2450,True
2451,True
2452,False
2453,True
2454,False
2456,True
2457,True
2458,False
2459,False
2460,False
2461,True
2462,False
2463,True
2464,True
2465,False
2466,True
2467,False
2468,False
2469,True
2470,False
2471,False
2472,False
2473,True
2474,True
2475,False
2476,True
2477,True
2479,False
2480,False
2481,True
2482,True
2483,True
2485,False
2486,True
2487,False
2488,True
2489,True
2490,True
2491,False
2492,True
2493,False
2496,False
2498,True
2499,True
2500,False
2501,False
2502,False
2504,False
2505,False
2506,False
2507,True
2508,False
2509,True
2510,False
2511,False
2512,False
2513,False
2514,True
2516,False
2517,True
2518,True
2519,True
2520,True
2522,False
2523,False
2524,False
2525,False
2526,False
2527,False
2528,True
2529,False
2530,False
2531,False
2532,True
2533,False
2534,False
2535,True
2536,True
2537,False
2538,True
2539,False
2540,False
2541,False
2542,False
2543,False
2544,False
2545,False
2546,True
2547,True
2549,False
2550,False
2551,False
2552,True
2554,False
2555,True
2556,False
2558,False
2559,False
2560,False
2561,False
2562,False
2564,False
2565,False
2566,False
2567,True
2568,False
2569,True
2570,False
2571,True
2572,False
2573,False
2574,True
2575,True
2576,False
2577,False
2578,False
2579,False
2580,False
2581,True
2583,True
2584,False
2586,False
2587,True
2588,False
2590,True
2591,False
2592,True
2593,False
2595,False
2596,True
2597,False
2598,False
2599,False
2600,True
2601,True
2602,False
2603,True
2604,True
2605,False
2606,False
2607,False
2608,False
2609,True
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,False
2618,False
2620,False
2621,False
2622,False
2623,True
2624,False
2626,True
2627,False
2628,False
2629,True
2630,False
2633,True
2634,True
2635,True
2636,True
2637,False
2638,False
2639,True
2640,False
2641,False
2642,False
2643,False
2644,True
2646,False
2647,False
2649,True
2650,False
2651,False
2652,False
2653,True
2654,True
2655,False
2656,False
2657,False
2658,False
2659,False
2660,False
2662,False
2663,False
2664,False
2665,True
2666,False
2667,True
2668,True
2669,True
2670,False
2671,False
2672,False
2675,False
2676,True
2677,False
2678,False
2679,True
2680,False
2682,True
2683,False
2684,False
2685,False
2686,False
2687,False
2688,False
2689,False
2690,False
2691,False
2692,True
2693,False
2694,False
2695,True
2697,False
2698,False
2700,False
2701,False
2702,True
2703,True
2704,True
2705,False
2706,False
2708,False
2709,True
2710,False
2711,False
2712,False
2713,False
2714,True
2715,True
2716,False
2717,True
2718,True
2720,True
2721,False
2722,True
2724,False
2725,False
2726,False
2727,True
2728,True
2729,True
2730,False
2731,True
2732,False
2733,False
2734,True
2735,True
2736,False
2737,False
2738,False
2739,True
2740,False
2741,False
2742,False
2743,False
2744,True
2747,False
2748,True
2749,True
2750,False
2751,False
2752,False
2754,False
2755,True
2756,False
2757,True
2758,True
2759,True
2760,False
2761,True
2762,False
2763,False
2764,True
2765,False
2766,False
2767,True
2768,False
2769,False
2770,False
2771,False
2772,True
2773,True
2774,True
2775,True
2776,False
2778,False
2779,True
2780,True
2783,False
2784,True
2785,False
2787,True
2788,True
2789,False
2790,True
2791,False
2793,True
2794,False
2795,True
2796,False
2797,False
2798,False
2799,False
2800,False
2801,False
2802,False
2803,False
2804,False
2805,False
2807,True
2808,False
2809,False
2810,False
2811,True
2812,False
2813,False
2814,False
2815,True
2816,True
2817,False
2818,False
2819,True
2820,True
2821,False
2822,False
2823,False
2824,True
2825,True
2826,True
2827,False
2828,False
2829,True
2830,False
2831,False
2832,False
2833,True
2834,False
2836,True
2837,True
2838,True
2839,False
2840,False
2841,False
2842,False
2843,False
2844,False
2845,False
2846,False
2847,True
2848,True
2849,False
2850,False
2851,False
2852,False
2853,True
2854,False
2855,False
2856,True
2857,True
2859,False
2860,False
2861,True
2862,False
2863,False
2864,False
2866,True
2867,True
2869,True
2870,False
2871,False
2872,True
2873,True
2874,True
2875,True
2876,False
2877,False
2878,True
2879,False
2880,False
2881,False
2882,False
2883,True
2884,False
2885,False
2886,False
2887,False
2888,False
2889,False
2890,False
2891,True
2892,False
2894,True
2895,True
2896,True
2897,True
2898,False
2899,False
2900,False
2901,False
2902,False
2903,True
2904,False
2907,False
2908,True
2909,False
2910,False
2911,True
2912,False
2913,False
2914,False
2915,False
2916,False
2918,True
2919,True
2920,False
2922,True
2924,False
2925,True
2927,False
2928,True
2929,True
2931,True
2932,True
2933,False
2934,False
2935,False
2937,False
2938,False
2941,False
2942,True
2946,True
2947,False
2949,False
2950,False
2951,True
2953,False
2954,False
2956,True
2957,False
2959,False
2960,True
2961,False
2962,False
2963,True
2965,False
2966,False
2967,False
2968,False
2969,True
2970,True
2971,False
2972,False
2973,False
2974,True
2976,True
2977,False
2978,False
2979,False
2980,True
2981,False
2982,True
2983,False
2984,False
2985,False
2986,True
2987,True
2988,True
2989,False
2990,True
2991,False
2992,True
2994,False
2995,True
2996,False
2997,True
2998,False
2999,True
3001,False
3002,True
3004,False
3005,True
3006,False
3007,False
3008,True
3009,True
3011,False
3012,False
3013,True
3014,False
3015,False
3017,False
3018,False
3019,False
3020,False
3021,False
3022,True
3024,False
3025,True
3026,True
3027,True
3029,True
3030,True
3031,True
3032,False
3034,False
3035,True
3036,True
3037,False
3039,True
3040,True
3041,True
3044,False
3045,False
3046,True
3047,True
3048,False
3049,True
3050,False
3052,False
3054,False
3055,False
3056,False
3057,True
3058,True
3061,False
3062,True
3063,False
3065,True
3066,False
3067,False
3068,True
3069,True
3070,True
3071,True
3072,True
3073,False
3074,False
3075,False
3076,False
3077,False
3079,True
3082,False
3083,False
3086,True
3088,False
3089,True
3090,True
3091,True
3092,True
3094,False
3095,True
3097,True
3098,False
3099,True
3100,False
3101,False
3102,True
3104,True
3106,False
3107,True
3108,False
3109,True
3110,False
3111,True
3112,True
3113,False
3115,False
3116,True
3117,True
3118,True
3119,True
3120,False
3121,False
3122,False
3123,False
3124,False
3125,False
3126,True
3127,False
3128,True
3129,True
3132,False
3133,False
3134,False
3135,True
3136,True
3137,True
3138,True
3139,True
3141,False
3142,False
3143,False
3144,False
3145,False
3146,False
3147,False
3148,False
3149,True
3150,True
3151,True
3152,True
3153,False
3154,True
3156,False
3157,True
3158,False
3159,True
3160,True
3161,False
3162,True
3163,False
3164,False
3165,True
3167,True
3168,True
3169,False
3170,True
3171,True
3172,False
3173,True
3174,False
3175,False
3176,False
3178,True
3179,False
3180,False
3181,False
3182,False
3183,False
3184,False
3185,True
3186,False
3187,True
3189,False
3190,False
3191,False
3192,True
3193,True
3194,False
3195,False
3197,True
3198,True
3199,True
3200,False
3201,True
3202,True
3203,False
3204,True
3205,False
3206,False
3207,False
3208,True
3209,True
3210,True
3211,False
3212,False
3213,False
3214,True
3215,True
3216,False
3217,False
3218,True
3219,True
3220,True
3221,False
3222,False
3223,False
3224,False
3226,True
3227,False
3228,False
3229,True
3230,True
3231,False
3232,False
3233,True
3234,False
3236,True
3237,True
3238,True
3239,False
3240,True
3241,False
3242,False
3243,True
3245,True
3246,False
3247,False
3248,True
3249,False
3250,True
3251,True
3252,False
3253,False
3254,False
3255,False
3256,True
3257,True
3258,False
3259,True
3260,False
3261,True
3263,True
3264,False
3265,True
3267,True
3268,True
3269,True
3270,False
3271,False
3272,True
3273,True
3274,False
3276,True
3277,False
3278,False
3280,False
3281,True
3282,True
3283,False
3284,True
3285,False
3286,False
3287,False
3288,True
3289,False
3292,False
3293,False
3294,False
3295,True
3296,True
3297,True
3298,True
3299,False
3300,False
3301,True
3302,False
3303,True
3304,False
3305,True
3306,False
3307,True
3308,False
3309,True
3310,False
3313,True
3314,True
3315,False
3316,False
3317,True
3318,False
3319,False
3320,False
3322,False
3323,False
3324,True
3325,True
3326,True
3327,True
3328,False
3329,True
3330,False
3332,False
3333,False
3335,True
3336,False
3338,False
3339,True
3340,True
3341,False
3342,True
3343,True
3344,False
3346,False
3347,False
3348,True
3350,False
3351,False
3352,False
3353,True
3354,False
3355,True
3356,False
3357,False
3358,False
3359,False
3360,True
3361,True
3362,False
3363,True
3364,True
3365,False
3366,False
3367,True
3368,False
3371,False
3372,True
3373,False
3374,False
3375,True
3376,True
3377,False
3378,False
3379,True
3380,True
3381,True
3382,True
3383,True
3384,False
3385,False
3388,False
3389,True
3390,False
3391,True
3392,False
3393,False
3394,False
3395,False
3396,False
3397,False
3398,False
3399,False
3400,False
3401,False
3402,False
3405,True
3409,True
3410,True
3412,True
3413,True
3414,False
3418,True
3419,False
3420,False
3421,False
